song_id	song_name	artist_id	artist_name	popularity	explicit	song_type	track_number	num_artists	num_available_markets	release_date	duration_ms	key	mode	time_signature	acousticness	danceability	energy	instrumentalness	liveness	loudness	speechiness	valence	tempo
7FXjPI4dE1Eian6Exy6VEa	Cida	['0OVOH98bZTn0lsdL7MclGw', '5YwzDz4RJfTiMHS4tdR5Lf']	['Agnes Nunes', 'Xamã']	59	False	Collaboration	1	2	184	2019-06-12	186000	10	1	4	0.71	0.586	0.264	0	0.0936	-12.856	0.0616	0.21	80.162
2Rk4JlNc2TPmZe2af99d45	ME! (feat. Brendon Urie of Panic! At The Disco)	['06HL4z0CvFAxyc27GXpf02', '6eYFryfcEu3QSq59D62wZQ', '20JZFwl6HVl6yg8a4H3ZqK']	['Taylor Swift', 'Brendon Urie', 'Panic! At The Disco']	79	False	Collaboration	16	3	184	2019-08-23	193000	0	1	4	0.033	0.61	0.83	0	0.118	-4.105	0.0571	0.728	182.162
4E6RdcCWMiHTu7zy1VTNDo	Todo Mundo Vai Sofrer - Ao Vivo	['1yR65psqiazQpeM79CcGh8']	['Marília Mendonça']	74	False	Solo	1	1	181	2019-05-17	154661	3	1	4	0.281	0.621	0.743	0	0.411	-3.864	0.0738	0.581	111.454
260n4ECk9j4IEvTAVBYojl	Nem Doeu - Ao Vivo	['2Z0lRIqr997lIUiPtrpKCr']	['Matheus & Kauan']	68	False	Solo	2	1	184	2020-05-29	173503	6	0	4	0.145	0.591	0.887	0	0.23	-7.909	0.236	0.659	159.854
709F4UQ2uKplKvcD88xffa	Nave Espacial - Radio Edit	['3DnNQH13SfSOjZDsVEa0ht', '5qQdzyIlYfzICKOVdb7XvY']	['Liu', 'Samantha Machado']	65	False	Collaboration	1	2	184	2018-12-07	185341	6	0	4	0.119	0.777	0.763	4.65e-06	0.158	-6.883	0.0974	0.242	127.022
2kJRlOyrxsy7Ot3c5TZ8Q6	Meu Pedaço de Pecado	['4JNo6Q5KdcRf1vtSX9mB0S']	['João Gomes']	83	False	Solo	1	1	184	2021-06-01	157175	11	0	4	0.369	0.668	0.887	1.39e-06	0.257	-4.404	0.0564	0.907	151.92
2XcGx3IrNQgIgVRSYt7gmO	Acende a Vela	['7gJN8W0589FisSYJS17K54', '6nZ39vMOOOgXQ471Jy5jhR', '23ot0eI6ByBW6LrlBfr2bm', '6TPJK8tv3AKKSsw0lENTQk']	['Filipe Ret', 'WEY', 'Pedro Lotto', 'Nagalli']	59	True	Collaboration	3	4	181	2021-03-18	168000	9	0	4	0.355	0.654	0.563	0	0.0951	-6.667	0.366	0.517	119.95
51MMC5DogGZAnHil5HQAXg	Circles	['246dkjvS1zLTtiykXe5h60']	['Post Malone']	1	False	Solo	6	1	0	2019-09-06	215280	0	1	4	0.192	0.695	0.762	0.00244	0.0863	-3.497	0.0395	0.553	120.042
6VcaTmR9UhOuZD7aNNilOV	Sou Favela	['3F6YQLCVjGIS7MHQnFOd61', '4cQ6t2SYfuOGQmyeXZQSkg']	['Ruanzinho', 'Dany Bala']	58	False	Collaboration	1	2	184	2018-08-21	172173	7	0	4	0.0306	0.716	0.66	0	0.287	-4.365	0.0497	0.797	150.067
7Cf2Hsy3cPlA4e115tElXv	Liberdade Provisória - Live - Ibirapuera / 2019	['3p7PcrEHaaKLJnPUGOtRlT']	['Henrique & Juliano']	74	True	Solo	1	1	183	2020-05-15	186379	1	1	4	0.674	0.679	0.659	0	0.948	-6.039	0.0497	0.698	108.221
600Byp0tUwr2aDLm361rG1	Então Toma - Ao Vivo	['2Z0lRIqr997lIUiPtrpKCr']	['Matheus & Kauan']	57	False	Solo	1	1	184	2020-04-10	161502	0	1	4	0.546	0.648	0.817	0	0.41	-7.449	0.103	0.765	145.887
4cGqn0E8JCSY9gQllQj4Mf	Let Somebody Go	['4gzpq5DPGxSnKTe4SA8HAU', '0C8ZW7ezQVs4URX5aX7Kqx']	['Coldplay', 'Selena Gomez']	84	False	Collaboration	5	2	184	2021-10-15	241595	0	1	4	0.193	0.592	0.342	0.00245	0.11	-8.93	0.0339	0.155	130.953
2o8MYdtYZYidgpe9oIGIcy	Os Boys Amam O Ex Chora	['6OpOg5HVCc8xVf7OVrd5Fk', '0MInKJqZscEeNc5K3K0mkE']	['Jerry Smith', 'Simone & Simaria']	58	False	Collaboration	1	2	184	2020-05-08	153840	0	1	4	0.33	0.522	0.867	0	0.0669	-2.829	0.066	0.939	132.008
3grVoZ10bm2jUGpo7BxpuF	DEAD RIGHT NOW	['7jVv8c5Fj3E9VhNjxT4snq']	['Lil Nas X']	76	True	Solo	2	1	184	2021-09-17	221203	0	0	4	0.101	0.685	0.717	1.87e-05	0.266	-6.456	0.0411	0.549	127.963
6BbrFCo6qJVHCRNfvXObti	Falso amor	['3zhKxZr516VdNDa8v3oft2', '7tcFzUKSICkJWCZzWs4htq', '5ZfBThYiIIhL7jHMG8gDB2']	['UM44K', 'Luan Otten', 'Ferrugem']	55	False	Collaboration	1	3	184	2019-12-06	207107	7	1	4	0.302	0.635	0.614	0	0.121	-6.259	0.0321	0.229	139.951
3ZkTtSBN1wcSw35F8GDRmr	Chora Até Perder a Fala - Ao Vivo	['7MiDcPa6UiV3In7lIM71IN']	['Gusttavo Lima']	50	False	Solo	9	1	184	2019-12-05	189865	1	0	4	0.265	0.805	0.877	0	0.281	-2.978	0.0449	0.802	126.941
1Nmcs8zk7LfcvHRgLtTM5J	Amor de Fim de Noite	['3rfM2cGqF6DB0kUyytMkXx', '0iZz25uH5PLaShpqq84uYv']	['Orochi', 'Papatinho']	68	True	Collaboration	9	2	184	2020-03-27	221142	7	0	4	0.842	0.473	0.427	0	0.0839	-9.693	0.066	0.694	138.655
4f3e6HRUIu5Ub2mcwu8god	Glockada	['2iNFFCEAFdfAV5hPdpMk6x']	['NGC Daddy']	61	True	Solo	1	1	184	2020-04-03	121678	10	0	4	0.0481	0.853	0.459	0.00531	0.0883	-9.73	0.151	0.715	143.062
5FiSrfVjuHTjvwRypgsPeB	Eu Fui Pra Terminar - Ao Vivo	['5Lv2GUVwqmQBPwrTrxucE5']	['Os Barões Da Pisadinha']	34	False	Solo	1	1	0	2021-07-22	190328	11	1	4	0.217	0.548	0.912	0	0.344	-2.646	0.0408	0.936	167.958
3ibiPPqHxdmX4nNp4kNHE9	Passatempo	['1AL2GKpmRrKXkYIcASuRFa']	['Wesley Safadão']	69	False	Solo	3	1	181	2021-06-17	162237	7	0	4	0.193	0.716	0.817	0	0.071	-8.206	0.0569	0.928	160.047
0aUGXSCmdJz9I9kdY9e9kk	Love À Queima Roupa - Ao Vivo	['1yR65psqiazQpeM79CcGh8']	['Marília Mendonça']	69	False	Solo	12	1	181	2019-02-22	149051	4	1	4	0.524	0.761	0.848	0	0.794	-4.265	0.0371	0.92	121.788
0snqnBbzkmkHPEdkUIdxIu	Silêncio - Ao Vivo	['1yR65psqiazQpeM79CcGh8']	['Marília Mendonça']	65	False	Solo	8	1	180	2016-03-04	173152	4	1	4	0.605	0.594	0.904	1.38e-06	0.151	-3.613	0.144	0.474	183.802
3Y7MHz19qCg1Pkxridtu1k	The Archer	['06HL4z0CvFAxyc27GXpf02']	['Taylor Swift']	11	False	Solo	1	1	1	2019-07-23	211280	0	1	4	0.12	0.277	0.573	0.00556	0.0663	-9.374	0.0407	0.17	124.341
5UzYxNykf211orBpLtvOQm	Adeus Bye Bye	['3OxZ4asD88P1lJJmLcXz4K', '48HORs6F9P7IgdyKrk4MZC']	['Márcia Fellipe', 'Tarcísio do Acordeon']	58	False	Collaboration	1	2	184	2021-04-30	148668	6	0	4	0.316	0.662	0.914	0	0.0917	-2.374	0.0463	0.947	149.973
4pvb0WLRcMtbPGmtejJJ6y	exile (feat. Bon Iver)	['06HL4z0CvFAxyc27GXpf02', '4LEiUm1SRbFMgfqnQTwUbQ']	['Taylor Swift', 'Bon Iver']	84	False	Collaboration	4	2	184	2020-07-24	285634	6	1	4	0.778	0.298	0.38	5.62e-05	0.11	-8.426	0.0287	0.152	75.602
6hyQVqfHFvsJDjcmj4qrHf	Fun Tonight	['1HY2Jd0NmPuamShAr6KMms']	['Lady Gaga']	58	False	Solo	6	1	184	2020-05-29	173426	11	1	4	0.364	0.645	0.923	1.06e-06	0.14	-4.262	0.0725	0.323	117.945
2Fxmhks0bxGSBdJ92vM42m	bad guy	['6qqNVTkY8uBg9cP3Jd7DAH']	['Billie Eilish']	87	False	Solo	2	1	184	2019-03-29	194087	7	1	4	0.328	0.701	0.425	0.13	0.1	-10.965	0.375	0.562	135.128
0kCqaybZgYcLYxzZymmBoc	Quem Pegou, Pegou - Ao Vivo	['3p7PcrEHaaKLJnPUGOtRlT']	['Henrique & Juliano']	16	False	Solo	1	1	0	2018-08-20	184325	9	1	4	0.299	0.69	0.67	0	0.749	-5.345	0.0317	0.579	104.022
2V4Fx72svQRxrFvNT1eq5f	THE BADDEST	['4gOc8TsQed9eqnqJct2c5v', '2AfmfGFbe0A0WsTYm0SDTx', '7qd6KGoABHifvXKeFNe2Yb', '1o2NpYGqHiCq7FoiYdyd1x', '47mIJdHORyRerp4os813jD']	['K/DA', '(G)I-DLE', 'Wolftyla', 'Bea Miller', 'League of Legends']	74	False	Collaboration	1	5	184	2020-08-27	162600	10	0	4	0.0215	0.676	0.857	0	0.254	-4.368	0.0438	0.717	149.981
7MtVPRGtZl6rPjMfLoI3Lh	Fuck it I love you	['00FQb4jTyendYWaN8pK0wa']	['Lana Del Rey']	71	True	Solo	4	1	184	2019-08-30	218287	9	0	4	0.895	0.534	0.452	0.00165	0.125	-10.732	0.0359	0.175	129.974
340UVheS8z3ncW9TTUhAbc	Nightmare	['26VFTg2z8YR0cCuwLzESi2']	['Halsey']	73	True	Solo	1	1	182	2019-05-17	231998	9	0	4	0.0188	0.611	0.622	0	0.359	-5.075	0.0734	0.538	146.11
0h9xMQP3ctuibd4Ce2037O	Supera - Ao Vivo	['6gEzJZrbm0F4ihvE9iXR9z']	['Péricles']	60	False	Solo	4	1	184	2019-05-17	232278	11	0	4	0.452	0.556	0.714	0	0.983	-5.973	0.0614	0.696	147.568
1jomN1tLiPE5eGd9siFJYE	Viva Voz - Ao Vivo Em São Paulo / 2019	['6TYimByryGphZCtwYopH0y']	['Lauana Prado']	49	False	Solo	2	1	184	2021-04-28	164407	0	1	4	0.0515	0.743	0.849	0	0.506	-3.638	0.0282	0.883	128.034
2xlw13Ns5yz9XZGtfnpPN9	Esqueceu Foi Porra	['007FXgr0jLBJxhPJjacXQH', '48HORs6F9P7IgdyKrk4MZC']	['Eric Land', 'Tarcísio do Acordeon']	68	False	Collaboration	1	2	183	2021-03-11	177531	1	1	4	0.133	0.493	0.94	0	0.33	-1.149	0.0906	0.831	76.074
1fipvP2zmef6vN2IwXfJhY	I’m Ready (with Demi Lovato)	['2wY79sveU1sp5g7SokKOiI', '6S2OmqARrzebs0tKUEyXyp']	['Sam Smith', 'Demi Lovato']	69	False	Collaboration	1	2	184	2020-04-16	200838	5	1	4	0.00346	0.501	0.674	3.56e-05	0.282	-6.363	0.0408	0.152	155.051
7eFezDGsbmX3bawb3rmtAr	Surra de Cama	['43DRDu6nLSeIedZ7T1A616', '6TYimByryGphZCtwYopH0y']	['Xand Avião', 'Lauana Prado']	58	False	Collaboration	1	2	181	2020-11-05	178216	1	1	4	0.271	0.837	0.783	0	0.789	-2.886	0.0506	0.658	119.995
4yyX2Iu4xJjW9xMvBZKSBi	Met Him Last Night (feat. Ariana Grande)	['6S2OmqARrzebs0tKUEyXyp', '66CXWjxzNUsdJxJ2JdwvnR']	['Demi Lovato', 'Ariana Grande']	65	True	Collaboration	9	2	184	2021-04-01	204631	4	0	4	0.22	0.538	0.512	0	0.101	-4.548	0.0262	0.12	144.978
7Gk5OrMYaMRtT2JmgJVAfk	Pupila	['1sPg5EHuQXTMElpZ4iUgXe', '4FGcERJWMg8ENOLixwF71U']	['ANAVITÓRIA', 'Vitor Kley']	71	False	Collaboration	1	2	184	2019-07-05	202287	10	1	4	0.401	0.716	0.426	0	0.11	-9.576	0.128	0.434	88.794
3yOuQI8yjJaApfdo4hdkVW	Textão - Ao Vivo	['487N2T9nIPEHrlTZLL3SQs']	['Zé Neto & Cristiano']	52	False	Solo	1	1	181	2020-02-28	183073	7	1	4	0.318	0.647	0.841	0	0.671	-4.209	0.0299	0.368	103.918
15k1TDabqSEmyXOwMq9RM7	Investe Em Mim	['22jNvLBrXGKr4CcV2tw8Ag']	['Jonas Esticado']	72	False	Solo	1	1	181	2019-12-13	186533	9	1	4	0.317	0.632	0.953	0	0.125	-1.283	0.0325	0.798	160.061
3vSXPjfcebTt5mB8DXHWM6	Dois Lados	['1AL2GKpmRrKXkYIcASuRFa']	['Wesley Safadão']	54	False	Solo	1	1	181	2019-08-09	147187	1	1	4	0.417	0.664	0.852	0	0.101	-4.059	0.0534	0.934	160.035
11KS9tNAAQJW7jTq7W1WcD	Tem Moda Pra Tudo - Ao Vivo	['2Z0lRIqr997lIUiPtrpKCr']	['Matheus & Kauan']	53	False	Solo	1	1	184	2019-03-22	138410	11	1	4	0.399	0.792	0.825	0	0.643	-5.302	0.158	0.787	129.93
6fxVffaTuwjgEk5h9QyRjy	Photograph	['6eUKZXaKkcviH0Ku9w2n3V']	['Ed Sheeran']	67	False	Solo	6	1	2	2013	258986	4	1	4	0.607	0.614	0.379	0.000464	0.0986	-10.48	0.0476	0.201	107.989
0GSHXM7PZ75f6ZwpekBq83	Bebo Litro - Ao Vivo	['59jlthNnbmim5l9tmNA7se', '1elUiq4X7pxej6FRlrEzjM']	['Maiara & Maraisa', 'Jorge & Mateus']	53	False	Collaboration	3	2	181	2019-01-30	148330	0	1	4	0.483	0.596	0.835	0	0.349	-2.886	0.087	0.689	138.801
7rjtqUbaQZyyZaZEmeqAae	Gato Siamês	['3CDoRporvSjdzTrm99a3gi', '5YwzDz4RJfTiMHS4tdR5Lf']	['LUDMILLA', 'Xamã']	65	False	Collaboration	1	2	184	2021-04-16	195428	0	1	4	0.377	0.723	0.55	0	0.203	-5.918	0.0347	0.211	105.023
2LrcQbkZOz82SSPNjnJJAP	Assunto Delicado	['1yR65psqiazQpeM79CcGh8', '59jlthNnbmim5l9tmNA7se']	['Marília Mendonça', 'Maiara & Maraisa']	65	False	Collaboration	1	2	181	2020-08-21	219168	4	1	4	0.313	0.634	0.767	0	0.181	-3.959	0.085	0.55	157.912
6lK3nCiigk34SGqEjpQoqO	Aí Eu Bebo - Ao Vivo	['59jlthNnbmim5l9tmNA7se']	['Maiara & Maraisa']	60	False	Solo	1	1	181	2019-10-18	173891	11	0	4	0.479	0.827	0.683	0	0.409	-5.113	0.0719	0.85	135.944
158ukl5rih76dOEsp0I91H	Paradigmas	['1elUiq4X7pxej6FRlrEzjM']	['Jorge & Mateus']	72	False	Solo	4	1	181	2021-01-22	157354	1	1	4	0.322	0.686	0.789	0	0.4	-4.103	0.126	0.822	157.932
3QUriWUE8WnWLpWxHA52k4	Anota Placa	['3lIU3RoZiHen1QXAQ3KQ9e', '2Do8w43Dk5YRoTcgStCltQ']	['Tz da Coronel', 'DJ PurpleRain.REC']	70	True	Collaboration	1	2	184	2020-08-28	235055	8	0	4	0.23	0.747	0.628	0	0.27	-7.446	0.438	0.525	114.857
1fWITNjgwmKEonjikQUaa1	Avançada	['1mXAhKnZEdF6rotyyd4GBi']	['MC Kevinho']	58	False	Solo	1	1	184	2020-08-07	115200	8	1	4	0.04	0.602	0.9	0	0.386	-1.507	0.13	0.752	149.616
7fMCXv3vToSaxagz6Z1oIl	Deixa a Pepeca - Ao Vivo	['2UMj7NCbuqy1yUZmiSYGjJ', '5GqnSMX8p2hxqsM6LqDty3']	['MC Kevin o Chris', 'MC JottaPê']	22	True	Collaboration	4	2	181	2020-02-13	134101	4	1	3	0.702	0.677	0.802	0	0.39	-5.07	0.064	0.76	112.438
1yzBGun3xDY7WpHOIP9nNp	Never Let Me Go	['0NGAZxHanS9e0iNHpR8f2W', '5veVxxPm1vzgi6pO2iVA8L', '7qPLO2XOUaRrRxkvLZ3AEK']	['Alok', 'Bruno Martini', 'Zeeba']	68	False	Collaboration	1	3	23	2017-05-05	184070	0	1	4	0.041	0.726	0.835	9.45e-06	0.068	-3.914	0.0341	0.579	123.986
0N2cvvlyEw5NFc00E3FB0D	Cabaré	['1cNPXWhKfjI0fT5EMCnamR', '4o81gV1CcJK6gge4ZhWd9r']	['Dj Guuga', 'Mc Pierre']	1	True	Collaboration	1	2	0	2020-02-29	177750	0	0	4	0.113	0.796	0.807	9.28e-06	0.0904	-2.587	0.213	0.517	159.859
2W0VenqvlMW4c65YsxT5zu	Morena	['592JnViQ2tot63c1SbtgK2', '03PnQHlbH5nDDVX3hNg628']	['MC Paulin da Capital', 'Dj GM']	61	False	Collaboration	1	2	184	2020-09-17	197052	4	0	4	0.408	0.632	0.85	0	0.119	-1.81	0.187	0.615	190.154
2QyuXBcV1LJ2rq01KhreMF	ON	['3Nrfpe0tUJi4K4DXYWgMUX']	['BTS']	78	False	Solo	11	1	178	2020-02-21	246380	9	0	4	0.118	0.583	0.817	0	0.338	-5.146	0.0987	0.438	105.936
2QLbRVzixE282JSQjBz2DG	Liberdade (Quando o Grave Bate Forte)	['0NGAZxHanS9e0iNHpR8f2W', '7Lmrb6KcIzfkmgbtokjsAL', '0IhzJFf4QBEz0ifqLwScKV']	['Alok', 'Mc Don Juan', 'Dj GBR']	76	False	Collaboration	1	3	184	2020-12-18	150461	6	1	4	0.0254	0.81	0.789	1.85e-06	0.104	-4.032	0.0498	0.432	129.988
56F3ngwk3a42aLY0o5QgBF	Fala Comigo - Ao Vivo	['7MiDcPa6UiV3In7lIM71IN']	['Gusttavo Lima']	68	False	Solo	9	1	184	2021-02-04	140629	2	1	4	0.283	0.818	0.919	0	0.318	-3.013	0.0694	0.949	160.002
1DFD5Fotzgn6yYXkYsKiGs	Piece Of Your Heart	['0xRXCcSX89eobfrshSVdyu', '2nm38smINjms1LtczR0Cei']	['MEDUZA', 'Goodboys']	80	False	Collaboration	1	2	184	2019-02-01	152913	10	0	4	0.0404	0.677	0.744	0.00016	0.074	-6.806	0.0295	0.631	124.08
4saklk6nie3yiGePpBwUoc	Dynamite	['3Nrfpe0tUJi4K4DXYWgMUX']	['BTS']	89	False	Solo	8	1	0	2020-11-20	199053	6	0	4	0.0112	0.746	0.765	0	0.0936	-4.41	0.0993	0.737	114.044
3tU3UAasaDA9OixXGC3O33	Fingindo Maturidade - Ao Vivo	['35YkpX0zYwHG8vOIhObvxP', '1X6ORK7IekgmyjV6IFPszP']	['Mano Walter', 'Gustavo Mioto']	57	False	Collaboration	2	2	181	2019-01-18	189002	5	1	4	0.286	0.577	0.919	0	0.943	-3.194	0.0982	0.736	166.059
1qDZnViQgUItsMpWLVwfGb	Fica - Bonus Track	['1sPg5EHuQXTMElpZ4iUgXe', '2Z0lRIqr997lIUiPtrpKCr']	['ANAVITÓRIA', 'Matheus & Kauan']	39	False	Collaboration	13	2	177	2017-10-27	184280	10	1	4	0.45	0.645	0.505	0	0.0938	-6.432	0.0279	0.499	94.025
51uXmhqGR76tT2UeKZyeN6	Quero Você do Jeito Que Quiser	['1yR65psqiazQpeM79CcGh8', '59jlthNnbmim5l9tmNA7se']	['Marília Mendonça', 'Maiara & Maraisa']	72	False	Collaboration	1	2	181	2020-07-10	215978	4	1	4	0.501	0.698	0.604	0	0.251	-4.574	0.0457	0.353	127.707
37Xnka0c1qea5wagV91UIl	Casal Raiz - Ao Vivo	['43DRDu6nLSeIedZ7T1A616']	['Xand Avião']	50	False	Solo	5	1	181	2019-05-03	209717	0	1	4	0.319	0.804	0.748	0	0.35	-2.314	0.0499	0.765	115.999
297PAlIk1PSDeZFkdC4WIe	Viela	['4dnPDc045bVjibyATxVUOs']	['Marcynho Sensação']	71	False	Solo	3	1	0	2021-06-20	152482	8	1	4	0.334	0.825	0.849	0.114	0.0383	-7.024	0.0791	0.914	170.078
2eFsVynOiCxtI4kvX0XClm	LEILÃO	['7rXMvXRnWHaSwnVvPeUUfw']	['Gloria Groove']	75	True	Solo	1	1	184	2021-11-25	187619	4	0	4	0.0834	0.755	0.806	3.71e-05	0.296	-7.88	0.089	0.441	129.867
1EHFiKkrppC5kXImn8LFBr	Cadê o Amor	['5K8Rmjmf4RZFffz94EmBRt']	['Zé Vaqueiro']	67	False	Solo	1	1	184	2021-05-07	197037	1	0	4	0.527	0.579	0.832	0.000188	0.107	-4.646	0.0348	0.652	161.995
2pBEAodCImE4LgbKAG4bfz	Último Beijo	['5JXhkyafynxCvxtov7C1PV', '1AL2GKpmRrKXkYIcASuRFa']	['Bruno & Marrone', 'Wesley Safadão']	71	False	Collaboration	1	2	184	2020-11-27	181279	5	1	4	0.528	0.582	0.899	0	0.247	-3.531	0.143	0.612	156.621
